literal	pos	family	voice	note
兔兔	u			no-source;p1;fallback
來看	u			no-source;p1;fallback
京香	u			no-source;p1;fallback
言	u			no-source;p1;fallback
過咗	u			no-source;p1;fallback
買了	u			no-source;p1;fallback
是一種	u			no-source;p1;fallback
個心	u			no-source;p1;fallback
落到	u			no-source;p1;fallback
更多的	u			no-source;p1;fallback
人的	u			no-source;p1;fallback
就將	u			no-source;p1;fallback
我條	u			no-source;p1;fallback
王胤瀅	u			no-source;p1;fallback
有了	u			no-source;p1;fallback
我嚟	u			no-source;p1;fallback
菲兒	u			no-source;p1;fallback
過得	u			no-source;p1;fallback
一人	u			no-source;p1;fallback
丫嘛	u			no-source;p1;fallback
咗一個	u			no-source;p1;fallback
爲食	u			no-source;p1;fallback
再問	u			no-source;p1;fallback
咗入	u			no-source;p1;fallback
蔣泳	u			no-source;p1;fallback
一睇	u			no-source;p1;fallback
再望	u			no-source;p1;fallback
大樹	u			no-source;p1;fallback
成班	u			no-source;p1;fallback
這是	u			no-source;p1;fallback
非	u			no-source;p1;fallback
手仔	u			no-source;p1;fallback
架車	u			no-source;p1;fallback
雙腳	u			no-source;p1;fallback
多了	u			no-source;p1;fallback
最大的	u			no-source;p1;fallback
它的	u			no-source;p1;fallback
就在	u			no-source;p1;fallback
你識	u			no-source;p1;fallback
凌嘯峰	u			no-source;p1;fallback
地講	u			no-source;p1;fallback
就連	u			no-source;p1;fallback
一入	u			no-source;p1;fallback
扑嘢	u			no-source;p1;fallback
打到	u			no-source;p1;fallback
無用	u			no-source;p1;fallback
王源	u			no-source;p1;fallback
不懂	u			no-source;p1;fallback
地個	u			no-source;p1;fallback
你要	u			no-source;p1;fallback
小燁	u			no-source;p1;fallback
鍼	u			no-source;p1;fallback
走了	u			no-source;p1;fallback
又是	u			no-source;p1;fallback
纔是	u			no-source;p1;fallback
地會	u			no-source;p1;fallback
小明	u			no-source;p1;fallback
歐子	u			no-source;p1;fallback
縮	u			no-source;p1;fallback
大盤	u			no-source;p1;fallback
時話	u			no-source;p1;fallback
就能	u			no-source;p1;fallback
白波	u			no-source;p1;fallback
嘻嘻	u			no-source;p1;fallback
好吧	u			no-source;p1;fallback
一講	u			no-source;p1;fallback
二哥	u			no-source;p1;fallback
你問	u			no-source;p1;fallback
就問	u			no-source;p1;fallback
講出	u			no-source;p1;fallback
雷米	u			no-source;p1;fallback
你說	u			no-source;p1;fallback
發叔	u			no-source;p1;fallback
紅鈴	u			no-source;p1;fallback
良生	u			no-source;p1;fallback
講咗	u			no-source;p1;fallback
讓他	u			no-source;p1;fallback
也沒	u			no-source;p1;fallback
就響	u			no-source;p1;fallback
變返	u			no-source;p1;fallback
站在	u			no-source;p1;fallback
企咗	u			no-source;p1;fallback
出到	u			no-source;p1;fallback
樣嘢	u			no-source;p1;fallback
走到	u			no-source;p1;fallback
雪菲兒	u			no-source;p1;fallback
我說	u			no-source;p1;fallback
個妹	u			no-source;p1;fallback
地行	u			no-source;p1;fallback
邪	u			no-source;p1;fallback
我間	u			no-source;p1;fallback
打個	u			no-source;p1;fallback
鳳初	u			no-source;p1;fallback
給他	u			no-source;p1;fallback
就不	u			no-source;p1;fallback
我訓	u			no-source;p1;fallback
靚妹	u			no-source;p1;fallback
鞋仔	u			no-source;p1;fallback
出了	u			no-source;p1;fallback
你就	u			no-source;p1;fallback
就有	u			no-source;p1;fallback
嘢都	u			no-source;p1;fallback
威廉	u			no-source;p1;fallback
余	u			no-source;p1;fallback
几	u			no-source;p1;fallback
埋個	u			no-source;p1;fallback
對波	u			no-source;p1;fallback
我部	u			no-source;p1;fallback
扮汗	u			no-source;p1;fallback
粗	u			no-source;p1;fallback
街街	u			no-source;p1;fallback
坐在	u			no-source;p1;fallback
大黃貓	u			no-source;p1;fallback
張相	u			no-source;p1;fallback
我仲有	u			no-source;p1;fallback
片片	u			no-source;p1;fallback
很有	u			no-source;p1;fallback
一輪	u			no-source;p1;fallback
怨	u			no-source;p1;fallback
成件	u			no-source;p1;fallback
知㗎	u			no-source;p1;fallback
腳仔	u			no-source;p1;fallback
兩天	u			no-source;p1;fallback
一隻	u			no-source;p1;fallback
咗一下	u			no-source;p1;fallback
我連	u			no-source;p1;fallback
泳茹	u			no-source;p1;fallback
賤	u			no-source;p1;fallback
邊到	u			no-source;p1;fallback
仲會	u			no-source;p1;fallback
經	u			no-source;p1;fallback
貧大宅	u			no-source;p1;fallback
峰	u			no-source;p1;fallback
幫人	u			no-source;p1;fallback
張紙	u			no-source;p1;fallback
農	u			no-source;p1;fallback
地問	u			no-source;p1;fallback
我道	u			no-source;p1;fallback
淺	u			no-source;p1;fallback
阿土	u			no-source;p1;fallback
萬元	u			no-source;p1;fallback
說了	u			no-source;p1;fallback
一到	u			no-source;p1;fallback
一層	u			no-source;p1;fallback
一股	u			no-source;p1;fallback
兩次	u			no-source;p1;fallback
單止	u			no-source;p1;fallback
帽帽	u			no-source;p1;fallback
燈燈	u			no-source;p1;fallback
罰	u			no-source;p1;fallback
跟我	u			no-source;p1;fallback
三年	u			no-source;p1;fallback
吳非	u			no-source;p1;fallback
唇	u			no-source;p1;fallback
目	u			no-source;p1;fallback
都能	u			no-source;p1;fallback
我答	u			no-source;p1;fallback
所講	u			no-source;p1;fallback
條路	u			no-source;p1;fallback
知有	u			no-source;p1;fallback
豪叔	u			no-source;p1;fallback
這種	u			no-source;p1;fallback
是我	u			no-source;p1;fallback
我仲未	u			no-source;p1;fallback
無諗過	u			no-source;p1;fallback
用手	u			no-source;p1;fallback
魚魚	u			no-source;p1;fallback
到死	u			no-source;p1;fallback
問道	u			no-source;p1;fallback
就會	u			no-source;p1;fallback
我輕輕	u			no-source;p1;fallback
杰	u			no-source;p1;fallback
次見	u			no-source;p1;fallback
薄	u			no-source;p1;fallback
對我	u			no-source;p1;fallback
模塊	u			no-source;p1;fallback
六姨	u			no-source;p1;fallback
我返	u			no-source;p1;fallback
畀個	u			no-source;p1;fallback
阿輝	u			no-source;p1;fallback
做的	u			no-source;p1;fallback
先講	u			no-source;p1;fallback
死了	u			no-source;p1;fallback
眼望	u			no-source;p1;fallback
講埋	u			no-source;p1;fallback
連我	u			no-source;p1;fallback
幫你	u			no-source;p1;fallback
都沒	u			no-source;p1;fallback
跟你	u			no-source;p1;fallback
一名	u			no-source;p1;fallback
一招	u			no-source;p1;fallback
咗張	u			no-source;p1;fallback
幼	u			no-source;p1;fallback
而不是	u			no-source;p1;fallback
個腦	u			no-source;p1;fallback
咗條	u			no-source;p1;fallback
地三個	u			no-source;p1;fallback
思聽	u			no-source;p1;fallback
會令	u			no-source;p1;fallback
畫到	u			no-source;p1;fallback
白石	u			no-source;p1;fallback
檯面	u			no-source;p1;fallback
你在	u			no-source;p1;fallback
地望	u			no-source;p1;fallback
完涼	u			no-source;p1;fallback
強大	u			no-source;p1;fallback
易面	u			no-source;p1;fallback
一把	u			no-source;p1;fallback
他說	u			no-source;p1;fallback
我成	u			no-source;p1;fallback
花花	u			no-source;p1;fallback
講錯	u			no-source;p1;fallback
凳凳	u			no-source;p1;fallback
小貞同	u			no-source;p1;fallback
我明	u			no-source;p1;fallback
條命	u			no-source;p1;fallback
水水	u			no-source;p1;fallback
澄澄	u			no-source;p1;fallback
義	u			no-source;p1;fallback
最好的	u			no-source;p1;fallback
還不	u			no-source;p1;fallback
你當	u			no-source;p1;fallback
偏	u			no-source;p1;fallback
做緊	u			no-source;p1;fallback
全班	u			no-source;p1;fallback
兩人	u			no-source;p1;fallback
看着	u			no-source;p1;fallback
腳腳	u			no-source;p1;fallback
靈兒	u			no-source;p1;fallback
喫了	u			no-source;p1;fallback
全市	u			no-source;p1;fallback
一滴	u			no-source;p1;fallback
五個	u			no-source;p1;fallback
依句	u			no-source;p1;fallback
個名	u			no-source;p1;fallback
思語	u			no-source;p1;fallback
搵錢	u			no-source;p1;fallback
有陣	u			no-source;p1;fallback
條褲	u			no-source;p1;fallback
異	u			no-source;p1;fallback
訓醒	u			no-source;p1;fallback
我都	u			no-source;p1;fallback
和你	u			no-source;p1;fallback
你也	u			no-source;p1;fallback
寫的	u			no-source;p1;fallback
后	u			no-source;p1;fallback
我企	u			no-source;p1;fallback
我度	u			no-source;p1;fallback
會點	u			no-source;p1;fallback
當你	u			no-source;p1;fallback
白眼	u			no-source;p1;fallback
行入	u			no-source;p1;fallback
豬豬	u			no-source;p1;fallback
走入	u			no-source;p1;fallback
黑衣人	u			no-source;p1;fallback
本站	u			no-source;p1;fallback
但我	u			no-source;p1;fallback
好象	u			no-source;p1;fallback
傳黎	u			no-source;p1;fallback
好悶	u			no-source;p1;fallback
就當	u			no-source;p1;fallback
船船	u			no-source;p1;fallback
食到	u			no-source;p1;fallback
首歌	u			no-source;p1;fallback
兩個人	u			no-source;p1;fallback
三日	u			no-source;p1;fallback
我邊	u			no-source;p1;fallback
無幾耐	u			no-source;p1;fallback
真㗎	u			no-source;p1;fallback
訓覺	u			no-source;p1;fallback
說罷	u			no-source;p1;fallback
利於	u			no-source;p1;fallback
日誌	u			no-source;p1;fallback
今個	u			no-source;p1;fallback
伊曼	u			no-source;p1;fallback
半個	u			no-source;p1;fallback
同小貞	u			no-source;p1;fallback
希仔	u			no-source;p1;fallback
我身	u			no-source;p1;fallback
有條	u			no-source;p1;fallback
阿金	u			no-source;p1;fallback
他是	u			no-source;p1;fallback
了嗎	u			no-source;p1;fallback
也能	u			no-source;p1;fallback
這款	u			no-source;p1;fallback
主	u			no-source;p1;fallback
人知	u			no-source;p1;fallback
嗰邊	u			no-source;p1;fallback
塊面	u			no-source;p1;fallback
成間	u			no-source;p1;fallback
晨哥	u			no-source;p1;fallback
杏堂	u			no-source;p1;fallback
條仔	u			no-source;p1;fallback
說的	u			no-source;p1;fallback
一架	u			no-source;p1;fallback
人同	u			no-source;p1;fallback
依間	u			no-source;p1;fallback
再用	u			no-source;p1;fallback
半個鐘	u			no-source;p1;fallback
右行	u			no-source;p1;fallback
咗一聲	u			no-source;p1;fallback
咗線	u			no-source;p1;fallback
嘉穎	u			no-source;p1;fallback
尚健	u			no-source;p1;fallback
我食	u			no-source;p1;fallback
每一次	u			no-source;p1;fallback
群	u			no-source;p1;fallback
講呀	u			no-source;p1;fallback
閒	u			no-source;p1;fallback
看你	u			no-source;p1;fallback
又有	u			no-source;p1;fallback
纔會	u			no-source;p1;fallback
更爲	u			no-source;p1;fallback
一舊	u			no-source;p1;fallback
咸	u			no-source;p1;fallback
小木魚	u			no-source;p1;fallback
正想	u			no-source;p1;fallback
糖糖	u			no-source;p1;fallback
阿玲	u			no-source;p1;fallback
本網	u			no-source;p1;fallback
這麼多	u			no-source;p1;fallback
比我	u			no-source;p1;fallback
一粒	u			no-source;p1;fallback
一腳	u			no-source;p1;fallback
也在	u			no-source;p1;fallback
好熱	u			no-source;p1;fallback
完飯	u			no-source;p1;fallback
幾句	u			no-source;p1;fallback
我想問	u			no-source;p1;fallback
手手	u			no-source;p1;fallback
條路線	u			no-source;p1;fallback
阿志	u			no-source;p1;fallback
黑妹	u			no-source;p1;fallback
歲的	u			no-source;p1;fallback
在此	u			no-source;p1;fallback
沒有什麼	u			no-source;p1;fallback
說是	u			no-source;p1;fallback
模板	u			no-source;p1;fallback
要不要	u			no-source;p1;fallback
和我	u			no-source;p1;fallback
一對	u			no-source;p1;fallback
好煩	u			no-source;p1;fallback
思講	u			no-source;p1;fallback
我並	u			no-source;p1;fallback
玩緊	u			no-source;p1;fallback
講句	u			no-source;p1;fallback
是指	u			no-source;p1;fallback
那就是	u			no-source;p1;fallback
把我	u			no-source;p1;fallback
還得	u			no-source;p1;fallback
很高	u			no-source;p1;fallback
將在	u			no-source;p1;fallback
入房	u			no-source;p1;fallback
咗件	u			no-source;p1;fallback
嘢講	u			no-source;p1;fallback
張彥	u			no-source;p1;fallback
成條	u			no-source;p1;fallback
每一	u			no-source;p1;fallback
突如	u			no-source;p1;fallback
大連	u			no-source;p1;fallback
每個人	u			no-source;p1;fallback
全省	u			no-source;p1;fallback
賬戶	u			no-source;p1;fallback
請您	u			no-source;p1;fallback
人講	u			no-source;p1;fallback
他在	u			no-source;p1;fallback
包包	u			no-source;p1;fallback
士	u			no-source;p1;fallback
愛我	u			no-source;p1;fallback
搖搖頭	u			no-source;p1;fallback
晴晴	u			no-source;p1;fallback
訓教	u			no-source;p1;fallback
話晒	u			no-source;p1;fallback
講個	u			no-source;p1;fallback
插件	u			no-source;p1;fallback
我看	u			no-source;p1;fallback
也很	u			no-source;p1;fallback
等着	u			no-source;p1;fallback
是從	u			no-source;p1;fallback
黨的	u			no-source;p1;fallback
是不	u			no-source;p1;fallback
是誰	u			no-source;p1;fallback
說說	u			no-source;p1;fallback
上了	u			no-source;p1;fallback
一段時間	u			no-source;p1;fallback
一大堆	u			no-source;p1;fallback
好慘	u			no-source;p1;fallback
提碑	u			no-source;p1;fallback
星月	u			no-source;p1;fallback
知講	u			no-source;p1;fallback
美麗	u			no-source;p1;fallback
豪仔	u			no-source;p1;fallback
要有	u			no-source;p1;fallback
下了	u			no-source;p1;fallback
一吓	u			no-source;p1;fallback
人群	u			no-source;p1;fallback
哩樣	u			no-source;p1;fallback
嗰間	u			no-source;p1;fallback
回事	u			no-source;p1;fallback
要講	u			no-source;p1;fallback
返入	u			no-source;p1;fallback
沒錢	u			no-source;p1;fallback
你有	u			no-source;p1;fallback
溼潤	u			no-source;p1;fallback
較高	u			no-source;p1;fallback
做什麼	u			no-source;p1;fallback
一臺	u			no-source;p1;fallback
上行	u			no-source;p1;fallback
依件	u			no-source;p1;fallback
北山	u			no-source;p1;fallback
哈哈哈哈	u			no-source;p1;fallback
安	u			no-source;p1;fallback
心裡面	u			no-source;p1;fallback
機機	u			no-source;p1;fallback
行返	u			no-source;p1;fallback
衝入	u			no-source;p1;fallback
阿信	u			no-source;p1;fallback
靈力	u			no-source;p1;fallback
食食	u			no-source;p1;fallback
我市	u			no-source;p1;fallback
還行	u			no-source;p1;fallback
好不好	u			no-source;p1;fallback
的新	u			no-source;p1;fallback
很好的	u			no-source;p1;fallback
讓她	u			no-source;p1;fallback
先有	u			no-source;p1;fallback
再加	u			no-source;p1;fallback
前行	u			no-source;p1;fallback
好多嘢	u			no-source;p1;fallback
就夠	u			no-source;p1;fallback
展文	u			no-source;p1;fallback
心怡	u			no-source;p1;fallback
胸前	u			no-source;p1;fallback
著著	u			no-source;p1;fallback
貧	u			no-source;p1;fallback
起個	u			no-source;p1;fallback
阿傑	u			no-source;p1;fallback
雙腿	u			no-source;p1;fallback
年的	u			no-source;p1;fallback
在這	u			no-source;p1;fallback
對你	u			no-source;p1;fallback
買的	u			no-source;p1;fallback
的是	u			no-source;p1;fallback
很容易	u			no-source;p1;fallback
塊錢	u			no-source;p1;fallback
一個鐘	u			no-source;p1;fallback
一摸	u			no-source;p1;fallback
你條	u			no-source;p1;fallback
又講	u			no-source;p1;fallback
嘉嘉	u			no-source;p1;fallback
就講	u			no-source;p1;fallback
成病	u			no-source;p1;fallback
日本妹	u			no-source;p1;fallback
梁曉晴	u			no-source;p1;fallback
注定	u			no-source;p1;fallback
淡淡	u			no-source;p1;fallback
紅都面	u			no-source;p1;fallback
講唔	u			no-source;p1;fallback
轉個	u			no-source;p1;fallback
是嗎	u			no-source;p1;fallback
的心	u			no-source;p1;fallback
把它	u			no-source;p1;fallback
又要	u			no-source;p1;fallback
哪有	u			no-source;p1;fallback
傳心	u			no-source;p1;fallback
呢條	u			no-source;p1;fallback
咗陣	u			no-source;p1;fallback
咗響	u			no-source;p1;fallback
文傑	u			no-source;p1;fallback
會講	u			no-source;p1;fallback
無講	u			no-source;p1;fallback
諸葛象	u			no-source;p1;fallback
是要	u			no-source;p1;fallback
你不	u			no-source;p1;fallback
新浪	u			no-source;p1;fallback
來的	u			no-source;p1;fallback
是由	u			no-source;p1;fallback
好嗎	u			no-source;p1;fallback
在我	u			no-source;p1;fallback
老蔫	u			no-source;p1;fallback
一樓	u			no-source;p1;fallback
一聽	u			no-source;p1;fallback
上到	u			no-source;p1;fallback
下回	u			no-source;p1;fallback
余二十	u			no-source;p1;fallback
依位	u			no-source;p1;fallback
問你	u			no-source;p1;fallback
幾有	u			no-source;p1;fallback
憂店	u			no-source;p1;fallback
打落	u			no-source;p1;fallback
會有	u			no-source;p1;fallback
會變	u			no-source;p1;fallback
詠雯	u			no-source;p1;fallback
講晒	u			no-source;p1;fallback
豆豆	u			no-source;p1;fallback
過你	u			no-source;p1;fallback
驚到	u			no-source;p1;fallback
是你	u			no-source;p1;fallback
這部	u			no-source;p1;fallback
給她	u			no-source;p1;fallback
纔有	u			no-source;p1;fallback
你看	u			no-source;p1;fallback
客戶端	u			no-source;p1;fallback
都很	u			no-source;p1;fallback
小貞好	u			no-source;p1;fallback
巨熊	u			no-source;p1;fallback
張家琪	u			no-source;p1;fallback
行近	u			no-source;p1;fallback
阿嵐	u			no-source;p1;fallback
餅餅	u			no-source;p1;fallback
把你	u			no-source;p1;fallback
更好地	u			no-source;p1;fallback
最重要的	u			no-source;p1;fallback
這也是	u			no-source;p1;fallback
支付寶	u			no-source;p1;fallback
漲停	u			no-source;p1;fallback
很大的	u			no-source;p1;fallback
之處	u			no-source;p1;fallback
咗成	u			no-source;p1;fallback
太遲	u			no-source;p1;fallback
好長	u			no-source;p1;fallback
幾秒	u			no-source;p1;fallback
我仲好	u			no-source;p1;fallback
我攬	u			no-source;p1;fallback
抽出	u			no-source;p1;fallback
望到	u			no-source;p1;fallback
李天	u			no-source;p1;fallback
袋袋	u			no-source;p1;fallback
講都	u			no-source;p1;fallback
點幾	u			no-source;p1;fallback
的一種	u			no-source;p1;fallback
越來越多	u			no-source;p1;fallback
等你	u			no-source;p1;fallback
這點	u			no-source;p1;fallback
拿着	u			no-source;p1;fallback
啥子	u			no-source;p1;fallback
